lead_id,connector_id,region,segment,product,lead_date,approved,disbursed,tat_days,disbursal_amount
LD10302,CN1017,Hyderabad,Digital Partner,Personal Loan,2026-03-28,False,False,,0.0
LD10303,CN1023,Delhi NCR,Digital Partner,Home Loan,2026-04-07,True,True,24.0,1939000.0
LD10304,CN1050,Hyderabad,Digital Partner,Home Loan,2026-04-23,True,True,25.0,632000.0
LD10305,CN1005,Delhi NCR,Direct Sales,Business Loan,2026-03-14,False,False,,0.0
LD10306,CN1013,Chennai,Aggregator,Business Loan,2026-03-01,False,False,,0.0
LD10307,CN1030,Bangalore,Digital Partner,LAP,2026-05-01,False,False,,0.0
LD10308,CN1026,Pune,Aggregator,Home Loan,2026-04-05,False,False,,0.0
LD10309,CN1010,Pune,Digital Partner,Business Loan,2026-04-29,False,False,,0.0
LD10310,CN1021,Mumbai,Aggregator,Business Loan,2026-05-09,False,False,,0.0
LD10311,CN1058,Pune,Direct Sales,Home Loan,2026-02-21,False,False,,0.0
LD10312,CN1027,Mumbai,Digital Partner,Home Loan,2026-03-06,True,True,13.0,1409000.0
LD10313,CN1039,Pune,DSA,Personal Loan,2026-05-13,False,False,,0.0
LD10314,CN1058,Pune,Direct Sales,LAP,2026-01-22,False,False,,0.0
LD10315,CN1037,Bangalore,Aggregator,LAP,2026-04-26,False,False,,0.0
LD10316,CN1051,Delhi NCR,DSA,Home Loan,2026-04-22,True,False,16.0,0.0
LD10317,CN1009,Chennai,Aggregator,LAP,2026-01-07,False,False,,0.0
LD10318,CN1025,Chennai,Aggregator,Business Loan,2026-05-09,False,False,,0.0
LD10319,CN1012,Hyderabad,Aggregator,Business Loan,2026-01-21,True,True,5.0,2106000.0
LD10320,CN1031,Delhi NCR,Direct Sales,LAP,2026-02-07,True,True,17.0,1755000.0
LD10321,CN1057,Pune,DSA,Home Loan,2026-05-01,True,True,4.0,97000.0
LD10322,CN1016,Hyderabad,Aggregator,Home Loan,2026-02-08,False,False,,0.0
LD10323,CN1058,Pune,Direct Sales,Business Loan,2026-01-29,False,False,,0.0
LD10324,CN1024,Hyderabad,Aggregator,Home Loan,2026-03-19,True,True,22.0,1995000.0
LD10325,CN1021,Mumbai,Aggregator,Business Loan,2026-01-17,True,False,21.0,0.0
LD10326,CN1031,Delhi NCR,Direct Sales,Personal Loan,2026-05-12,True,True,11.0,1102000.0
LD10327,CN1022,Pune,Aggregator,LAP,2026-03-03,False,False,,0.0
LD10328,CN1024,Hyderabad,Aggregator,Home Loan,2026-01-22,False,False,,0.0
LD10329,CN1003,Chennai,Digital Partner,LAP,2026-01-18,False,False,,0.0
LD10330,CN1013,Chennai,Aggregator,Personal Loan,2026-04-10,False,False,,0.0
LD10331,CN1002,Bangalore,DSA,Personal Loan,2026-04-10,False,False,,0.0
LD10332,CN1007,Bangalore,DSA,LAP,2026-01-05,True,True,9.0,1846000.0
LD10333,CN1033,Pune,Aggregator,Personal Loan,2026-05-29,False,False,,0.0
LD10334,CN1019,Pune,DSA,LAP,2026-02-04,True,True,22.0,479000.0
LD10335,CN1022,Pune,Aggregator,Business Loan,2026-05-03,False,False,,0.0
LD10336,CN1004,Chennai,Direct Sales,Home Loan,2026-01-17,False,False,,0.0
LD10337,CN1035,Hyderabad,Digital Partner,Business Loan,2026-01-10,True,True,8.0,2220000.0
LD10338,CN1049,Pune,Digital Partner,LAP,2026-03-21,True,False,19.0,0.0
LD10339,CN1011,Bangalore,Digital Partner,Business Loan,2026-03-06,True,True,11.0,925000.0
LD10340,CN1028,Mumbai,Aggregator,Personal Loan,2026-03-26,True,True,15.0,2229000.0
LD10341,CN1036,Hyderabad,DSA,Business Loan,2026-04-09,True,True,24.0,1269000.0
LD10342,CN1039,Pune,DSA,LAP,2026-01-22,False,False,,0.0
LD10343,CN1029,Bangalore,Direct Sales,Personal Loan,2026-04-21,True,True,19.0,770000.0
LD10344,CN1020,Chennai,Direct Sales,Personal Loan,2026-01-21,True,True,16.0,1526000.0
LD10345,CN1019,Pune,DSA,Business Loan,2026-02-12,False,False,,0.0
LD10346,CN1058,Pune,Direct Sales,LAP,2026-04-25,True,False,13.0,0.0
LD10347,CN1028,Mumbai,Aggregator,Business Loan,2026-03-12,False,False,,0.0
LD10348,CN1038,Pune,Digital Partner,Personal Loan,2026-01-20,False,False,,0.0
LD10349,CN1030,Bangalore,Digital Partner,Business Loan,2026-04-04,True,True,7.0,2384000.0
LD10350,CN1017,Hyderabad,Digital Partner,Home Loan,2026-04-23,True,True,22.0,948000.0
LD10351,CN1038,Pune,Digital Partner,Business Loan,2026-05-26,True,True,16.0,2375000.0
LD10352,CN1009,Chennai,Aggregator,LAP,2026-04-24,False,False,,0.0
LD10353,CN1013,Chennai,Aggregator,Home Loan,2026-05-16,False,False,,0.0
LD10354,CN1028,Mumbai,Aggregator,LAP,2026-03-13,True,True,25.0,506000.0
LD10355,CN1011,Bangalore,Digital Partner,Business Loan,2026-05-24,True,True,24.0,1143000.0
LD10356,CN1050,Hyderabad,Digital Partner,LAP,2026-05-06,True,True,4.0,1158000.0
LD10357,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-01-23,False,False,,0.0
LD10358,CN1057,Pune,DSA,LAP,2026-03-30,False,False,,0.0
LD10359,CN1011,Bangalore,Digital Partner,LAP,2026-03-18,False,False,,0.0
LD10360,CN1018,Delhi NCR,Aggregator,Home Loan,2026-04-03,False,False,,0.0
LD10361,CN1057,Pune,DSA,Personal Loan,2026-02-21,False,False,,0.0
LD10362,CN1017,Hyderabad,Digital Partner,Home Loan,2026-05-07,True,True,13.0,1195000.0
LD10363,CN1018,Delhi NCR,Aggregator,Home Loan,2026-01-23,True,True,24.0,1811000.0
LD10364,CN1029,Bangalore,Direct Sales,Business Loan,2026-04-15,False,False,,0.0
LD10365,CN1048,Mumbai,Digital Partner,Personal Loan,2026-02-02,False,False,,0.0
LD10366,CN1049,Pune,Digital Partner,Personal Loan,2026-04-26,True,True,6.0,2201000.0
LD10367,CN1026,Pune,Aggregator,Home Loan,2026-02-03,True,False,3.0,0.0
LD10368,CN1056,Delhi NCR,DSA,Personal Loan,2026-05-13,True,True,12.0,2340000.0
LD10369,CN1038,Pune,Digital Partner,Home Loan,2026-03-30,False,False,,0.0
LD10370,CN1033,Pune,Aggregator,LAP,2026-01-21,True,True,19.0,722000.0
LD10371,CN1026,Pune,Aggregator,LAP,2026-05-17,True,True,20.0,2357000.0
LD10372,CN1054,Delhi NCR,Direct Sales,Home Loan,2026-02-13,False,False,,0.0
LD10373,CN1015,Pune,Aggregator,LAP,2026-05-25,True,False,4.0,0.0
LD10374,CN1025,Chennai,Aggregator,Personal Loan,2026-05-28,False,False,,0.0
LD10375,CN1055,Chennai,DSA,Home Loan,2026-05-27,False,False,,0.0
LD10376,CN1056,Delhi NCR,DSA,Personal Loan,2026-05-08,False,False,,0.0
LD10377,CN1001,Chennai,Digital Partner,LAP,2026-03-19,False,False,,0.0
LD10378,CN1018,Delhi NCR,Aggregator,Business Loan,2026-03-18,True,True,7.0,1127000.0
LD10379,CN1007,Bangalore,DSA,Business Loan,2026-04-29,True,True,12.0,2161000.0
LD10380,CN1028,Mumbai,Aggregator,LAP,2026-03-30,False,False,,0.0
LD10381,CN1001,Chennai,Digital Partner,Home Loan,2026-04-05,False,False,,0.0
LD10382,CN1011,Bangalore,Digital Partner,Personal Loan,2026-03-23,True,True,16.0,657000.0
LD10383,CN1034,Hyderabad,Direct Sales,Personal Loan,2026-01-13,True,True,21.0,1074000.0
LD10384,CN1058,Pune,Direct Sales,Home Loan,2026-03-25,False,False,,0.0
LD10385,CN1028,Mumbai,Aggregator,LAP,2026-02-18,False,False,,0.0
LD10386,CN1038,Pune,Digital Partner,Business Loan,2026-05-12,True,False,17.0,0.0
LD10387,CN1055,Chennai,DSA,Personal Loan,2026-01-24,False,False,,0.0
LD10388,CN1020,Chennai,Direct Sales,Business Loan,2026-03-03,True,True,3.0,739000.0
LD10389,CN1035,Hyderabad,Digital Partner,Business Loan,2026-03-15,True,True,15.0,378000.0
LD10390,CN1031,Delhi NCR,Direct Sales,LAP,2026-04-04,False,False,,0.0
LD10391,CN1040,Mumbai,Digital Partner,LAP,2026-01-12,True,True,8.0,938000.0
LD10392,CN1034,Hyderabad,Direct Sales,LAP,2026-01-19,True,True,19.0,735000.0
LD10393,CN1021,Mumbai,Aggregator,Personal Loan,2026-02-02,False,False,,0.0
LD10394,CN1022,Pune,Aggregator,Business Loan,2026-04-06,False,False,,0.0
LD10395,CN1013,Chennai,Aggregator,LAP,2026-05-23,False,False,,0.0
LD10396,CN1047,Pune,DSA,Home Loan,2026-02-20,True,True,3.0,161000.0
LD10397,CN1042,Chennai,Aggregator,Home Loan,2026-03-27,False,False,,0.0
LD10398,CN1057,Pune,DSA,Business Loan,2026-02-08,True,True,12.0,2332000.0
LD10399,CN1026,Pune,Aggregator,LAP,2026-02-11,True,True,11.0,1505000.0
LD10400,CN1042,Chennai,Aggregator,Business Loan,2026-05-25,False,False,,0.0
LD10401,CN1023,Delhi NCR,Digital Partner,Personal Loan,2026-04-05,True,True,15.0,1480000.0
LD10402,CN1029,Bangalore,Direct Sales,Personal Loan,2026-05-02,True,True,20.0,1465000.0
LD10403,CN1034,Hyderabad,Direct Sales,Personal Loan,2026-05-30,True,True,25.0,1568000.0
LD10404,CN1026,Pune,Aggregator,Business Loan,2026-02-07,False,False,,0.0
LD10405,CN1030,Bangalore,Digital Partner,Home Loan,2026-01-09,True,True,8.0,96000.0
LD10406,CN1021,Mumbai,Aggregator,LAP,2026-04-18,True,True,15.0,1279000.0
LD10407,CN1015,Pune,Aggregator,Business Loan,2026-01-16,False,False,,0.0
LD10408,CN1043,Bangalore,Direct Sales,Home Loan,2026-05-24,True,True,18.0,973000.0
LD10409,CN1004,Chennai,Direct Sales,Home Loan,2026-04-28,False,False,,0.0
LD10410,CN1053,Mumbai,DSA,LAP,2026-05-20,True,True,25.0,1718000.0
LD10411,CN1029,Bangalore,Direct Sales,LAP,2026-05-04,True,True,19.0,781000.0
LD10412,CN1033,Pune,Aggregator,LAP,2026-03-15,False,False,,0.0
LD10413,CN1004,Chennai,Direct Sales,Business Loan,2026-03-23,False,False,,0.0
LD10414,CN1031,Delhi NCR,Direct Sales,LAP,2026-03-15,True,True,14.0,2245000.0
LD10415,CN1032,Pune,Digital Partner,Business Loan,2026-03-30,False,False,,0.0
LD10416,CN1019,Pune,DSA,Home Loan,2026-03-16,True,False,4.0,0.0
LD10417,CN1000,Pune,Direct Sales,LAP,2026-04-24,False,False,,0.0
LD10418,CN1031,Delhi NCR,Direct Sales,Business Loan,2026-02-24,True,True,19.0,1756000.0
LD10419,CN1008,Bangalore,Digital Partner,Home Loan,2026-01-28,True,True,9.0,174000.0
LD10420,CN1027,Mumbai,Digital Partner,Home Loan,2026-03-01,True,True,24.0,1207000.0
LD10421,CN1050,Hyderabad,Digital Partner,Home Loan,2026-01-02,False,False,,0.0
LD10422,CN1024,Hyderabad,Aggregator,Home Loan,2026-04-15,False,False,,0.0
LD10423,CN1022,Pune,Aggregator,Business Loan,2026-05-03,False,False,,0.0
LD10424,CN1012,Hyderabad,Aggregator,LAP,2026-03-24,True,True,4.0,1648000.0
LD10425,CN1025,Chennai,Aggregator,Home Loan,2026-05-17,False,False,,0.0
LD10426,CN1032,Pune,Digital Partner,Personal Loan,2026-02-14,True,True,3.0,2493000.0
LD10427,CN1011,Bangalore,Digital Partner,Business Loan,2026-05-07,True,True,11.0,2198000.0
LD10428,CN1056,Delhi NCR,DSA,Personal Loan,2026-03-18,True,True,12.0,747000.0
LD10429,CN1030,Bangalore,Digital Partner,Business Loan,2026-02-04,False,False,,0.0
LD10430,CN1014,Delhi NCR,Aggregator,Business Loan,2026-03-11,True,True,7.0,1841000.0
LD10431,CN1000,Pune,Direct Sales,LAP,2026-02-17,True,True,11.0,1441000.0
LD10432,CN1002,Bangalore,DSA,Home Loan,2026-02-14,True,True,14.0,2076000.0
LD10433,CN1026,Pune,Aggregator,LAP,2026-01-23,True,True,6.0,1220000.0
LD10434,CN1021,Mumbai,Aggregator,Home Loan,2026-01-02,True,True,10.0,2387000.0
LD10435,CN1043,Bangalore,Direct Sales,LAP,2026-05-30,False,False,,0.0
LD10436,CN1010,Pune,Digital Partner,Personal Loan,2026-03-08,False,False,,0.0
LD10437,CN1003,Chennai,Digital Partner,Home Loan,2026-01-16,False,False,,0.0
LD10438,CN1038,Pune,Digital Partner,Business Loan,2026-03-20,True,True,24.0,1936000.0
LD10439,CN1033,Pune,Aggregator,Personal Loan,2026-03-17,True,True,6.0,1222000.0
LD10440,CN1039,Pune,DSA,Business Loan,2026-04-06,True,True,17.0,1906000.0
LD10441,CN1001,Chennai,Digital Partner,Home Loan,2026-03-05,False,False,,0.0
LD10442,CN1022,Pune,Aggregator,Personal Loan,2026-05-15,True,True,4.0,2297000.0
LD10443,CN1029,Bangalore,Direct Sales,Personal Loan,2026-01-16,False,False,,0.0
LD10444,CN1040,Mumbai,Digital Partner,Home Loan,2026-05-27,True,True,18.0,1133000.0
LD10445,CN1008,Bangalore,Digital Partner,Home Loan,2026-05-30,True,False,16.0,0.0
LD10446,CN1029,Bangalore,Direct Sales,Personal Loan,2026-04-27,True,True,20.0,191000.0
LD10447,CN1000,Pune,Direct Sales,Business Loan,2026-03-20,False,False,,0.0
LD10448,CN1033,Pune,Aggregator,Business Loan,2026-03-07,False,False,,0.0
LD10449,CN1047,Pune,DSA,Home Loan,2026-05-29,True,True,24.0,206000.0
LD10450,CN1013,Chennai,Aggregator,Personal Loan,2026-01-18,False,False,,0.0
LD10451,CN1057,Pune,DSA,Business Loan,2026-01-09,True,True,6.0,1926000.0
LD10452,CN1045,Mumbai,Digital Partner,Business Loan,2026-04-06,False,False,,0.0
LD10453,CN1026,Pune,Aggregator,Business Loan,2026-04-25,False,False,,0.0
LD10454,CN1057,Pune,DSA,Business Loan,2026-04-07,True,False,19.0,0.0
LD10455,CN1022,Pune,Aggregator,Home Loan,2026-03-31,True,False,14.0,0.0
LD10456,CN1049,Pune,Digital Partner,Home Loan,2026-02-27,False,False,,0.0
LD10457,CN1002,Bangalore,DSA,Personal Loan,2026-03-18,True,True,15.0,1353000.0
LD10458,CN1011,Bangalore,Digital Partner,Home Loan,2026-03-05,True,True,8.0,2347000.0
LD10459,CN1029,Bangalore,Direct Sales,Personal Loan,2026-01-09,False,False,,0.0
LD10460,CN1028,Mumbai,Aggregator,Business Loan,2026-01-05,True,True,21.0,132000.0
LD10461,CN1014,Delhi NCR,Aggregator,Personal Loan,2026-03-04,False,False,,0.0
LD10462,CN1042,Chennai,Aggregator,Business Loan,2026-04-23,True,True,3.0,393000.0
LD10463,CN1021,Mumbai,Aggregator,LAP,2026-03-01,False,False,,0.0
LD10464,CN1015,Pune,Aggregator,LAP,2026-05-28,False,False,,0.0
LD10465,CN1025,Chennai,Aggregator,LAP,2026-03-02,False,False,,0.0
LD10466,CN1000,Pune,Direct Sales,Home Loan,2026-05-14,True,True,3.0,1414000.0
LD10467,CN1023,Delhi NCR,Digital Partner,Home Loan,2026-04-20,True,True,13.0,2357000.0
LD10468,CN1042,Chennai,Aggregator,Business Loan,2026-05-15,False,False,,0.0
LD10469,CN1042,Chennai,Aggregator,Business Loan,2026-04-15,True,True,19.0,1210000.0
LD10470,CN1004,Chennai,Direct Sales,Home Loan,2026-03-18,False,False,,0.0
LD10471,CN1030,Bangalore,Digital Partner,Home Loan,2026-04-29,False,False,,0.0
LD10472,CN1029,Bangalore,Direct Sales,Business Loan,2026-04-17,True,True,9.0,675000.0
LD10473,CN1052,Delhi NCR,DSA,LAP,2026-01-21,False,False,,0.0
LD10474,CN1028,Mumbai,Aggregator,LAP,2026-01-24,False,False,,0.0
LD10475,CN1032,Pune,Digital Partner,Home Loan,2026-01-14,True,True,21.0,147000.0
LD10476,CN1059,Pune,DSA,Personal Loan,2026-02-18,False,False,,0.0
LD10477,CN1022,Pune,Aggregator,Home Loan,2026-05-03,True,False,11.0,0.0
LD10478,CN1048,Mumbai,Digital Partner,Personal Loan,2026-02-24,False,False,,0.0
LD10479,CN1059,Pune,DSA,Personal Loan,2026-05-03,False,False,,0.0
LD10480,CN1011,Bangalore,Digital Partner,Home Loan,2026-04-12,False,False,,0.0
LD10481,CN1030,Bangalore,Digital Partner,LAP,2026-03-14,True,True,13.0,806000.0
LD10482,CN1039,Pune,DSA,LAP,2026-05-12,False,False,,0.0
LD10483,CN1013,Chennai,Aggregator,Business Loan,2026-01-26,False,False,,0.0
LD10484,CN1016,Hyderabad,Aggregator,Business Loan,2026-03-23,False,False,,0.0
LD10485,CN1000,Pune,Direct Sales,LAP,2026-03-22,True,True,9.0,1866000.0
LD10486,CN1022,Pune,Aggregator,Personal Loan,2026-03-08,False,False,,0.0
LD10487,CN1034,Hyderabad,Direct Sales,Business Loan,2026-03-17,True,True,14.0,1446000.0
LD10488,CN1020,Chennai,Direct Sales,Home Loan,2026-05-08,False,False,,0.0
LD10489,CN1009,Chennai,Aggregator,LAP,2026-03-07,False,False,,0.0
LD10490,CN1028,Mumbai,Aggregator,Business Loan,2026-05-06,True,True,13.0,465000.0
LD10491,CN1045,Mumbai,Digital Partner,Business Loan,2026-02-17,False,False,,0.0
LD10492,CN1033,Pune,Aggregator,Personal Loan,2026-05-15,True,True,23.0,169000.0
LD10493,CN1022,Pune,Aggregator,Personal Loan,2026-04-16,True,True,4.0,1783000.0
LD10494,CN1052,Delhi NCR,DSA,Personal Loan,2026-02-25,True,True,21.0,1612000.0
LD10495,CN1033,Pune,Aggregator,Business Loan,2026-05-05,True,True,15.0,79000.0
LD10496,CN1046,Delhi NCR,Aggregator,LAP,2026-05-18,False,False,,0.0
LD10497,CN1043,Bangalore,Direct Sales,Personal Loan,2026-05-09,False,False,,0.0
LD10498,CN1043,Bangalore,Direct Sales,Business Loan,2026-02-15,True,True,6.0,640000.0
LD10499,CN1051,Delhi NCR,DSA,LAP,2026-04-01,True,True,13.0,2400000.0
LD10500,CN1046,Delhi NCR,Aggregator,Business Loan,2026-05-25,True,True,11.0,1726000.0
LD10501,CN1035,Hyderabad,Digital Partner,Personal Loan,2026-01-09,True,True,19.0,1216000.0
LD10502,CN1034,Hyderabad,Direct Sales,Personal Loan,2026-02-13,True,True,22.0,1972000.0
LD10503,CN1033,Pune,Aggregator,Personal Loan,2026-05-16,False,False,,0.0
LD10504,CN1026,Pune,Aggregator,Home Loan,2026-02-24,False,False,,0.0
LD10505,CN1048,Mumbai,Digital Partner,Business Loan,2026-03-11,True,True,10.0,2253000.0
LD10506,CN1020,Chennai,Direct Sales,Personal Loan,2026-02-15,False,False,,0.0
LD10507,CN1027,Mumbai,Digital Partner,LAP,2026-01-05,False,False,,0.0
LD10508,CN1002,Bangalore,DSA,Home Loan,2026-04-12,False,False,,0.0
LD10509,CN1057,Pune,DSA,LAP,2026-02-11,True,True,14.0,1709000.0
LD10510,CN1021,Mumbai,Aggregator,LAP,2026-04-09,False,False,,0.0
LD10511,CN1057,Pune,DSA,Home Loan,2026-01-21,True,False,3.0,0.0
LD10512,CN1053,Mumbai,DSA,Personal Loan,2026-04-22,True,True,21.0,1934000.0
LD10513,CN1020,Chennai,Direct Sales,Business Loan,2026-03-25,True,True,16.0,1252000.0
LD10514,CN1023,Delhi NCR,Digital Partner,LAP,2026-05-22,False,False,,0.0
LD10515,CN1016,Hyderabad,Aggregator,Business Loan,2026-02-17,False,False,,0.0
LD10516,CN1058,Pune,Direct Sales,Business Loan,2026-01-22,False,False,,0.0
LD10517,CN1007,Bangalore,DSA,LAP,2026-03-05,False,False,,0.0
LD10518,CN1030,Bangalore,Digital Partner,Personal Loan,2026-03-10,True,True,22.0,428000.0
LD10519,CN1022,Pune,Aggregator,Business Loan,2026-03-23,True,True,11.0,1140000.0
LD10520,CN1039,Pune,DSA,LAP,2026-01-27,True,True,16.0,1415000.0
LD10521,CN1002,Bangalore,DSA,Business Loan,2026-01-27,True,True,4.0,1512000.0
LD10522,CN1013,Chennai,Aggregator,LAP,2026-04-09,True,True,4.0,1826000.0
LD10523,CN1011,Bangalore,Digital Partner,Home Loan,2026-05-27,True,True,7.0,390000.0
LD10524,CN1012,Hyderabad,Aggregator,LAP,2026-03-10,True,True,15.0,726000.0
LD10525,CN1058,Pune,Direct Sales,LAP,2026-05-04,False,False,,0.0
LD10526,CN1021,Mumbai,Aggregator,LAP,2026-03-06,False,False,,0.0
LD10527,CN1032,Pune,Digital Partner,Business Loan,2026-02-20,True,True,2.0,2375000.0
LD10528,CN1006,Bangalore,Aggregator,LAP,2026-04-08,False,False,,0.0
LD10529,CN1036,Hyderabad,DSA,LAP,2026-04-23,True,True,22.0,2437000.0
LD10530,CN1021,Mumbai,Aggregator,Home Loan,2026-03-18,True,False,8.0,0.0
LD10531,CN1024,Hyderabad,Aggregator,Business Loan,2026-03-22,True,True,12.0,764000.0
LD10532,CN1007,Bangalore,DSA,Business Loan,2026-05-28,False,False,,0.0
LD10533,CN1043,Bangalore,Direct Sales,LAP,2026-04-07,True,True,13.0,329000.0
LD10534,CN1059,Pune,DSA,Home Loan,2026-05-20,True,True,2.0,2385000.0
LD10535,CN1024,Hyderabad,Aggregator,Business Loan,2026-02-23,True,True,24.0,219000.0
LD10536,CN1010,Pune,Digital Partner,Business Loan,2026-05-08,True,True,10.0,1664000.0
LD10537,CN1017,Hyderabad,Digital Partner,Business Loan,2026-04-07,True,False,17.0,0.0
LD10538,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-05-17,True,False,24.0,0.0
LD10539,CN1001,Chennai,Digital Partner,Business Loan,2026-05-20,True,False,24.0,0.0
LD10540,CN1011,Bangalore,Digital Partner,Personal Loan,2026-01-28,False,False,,0.0
LD10541,CN1007,Bangalore,DSA,LAP,2026-02-12,True,True,22.0,1710000.0
LD10542,CN1046,Delhi NCR,Aggregator,Business Loan,2026-03-26,False,False,,0.0
LD10543,CN1027,Mumbai,Digital Partner,Business Loan,2026-01-28,True,True,18.0,1880000.0
LD10544,CN1013,Chennai,Aggregator,Home Loan,2026-04-25,False,False,,0.0
LD10545,CN1009,Chennai,Aggregator,Business Loan,2026-05-31,False,False,,0.0
LD10546,CN1005,Delhi NCR,Direct Sales,Home Loan,2026-03-30,False,False,,0.0
LD10547,CN1049,Pune,Digital Partner,Business Loan,2026-01-27,True,False,4.0,0.0
LD10548,CN1026,Pune,Aggregator,Personal Loan,2026-02-06,True,True,8.0,1327000.0
LD10549,CN1034,Hyderabad,Direct Sales,LAP,2026-05-02,True,True,16.0,831000.0
LD10550,CN1015,Pune,Aggregator,LAP,2026-01-12,False,False,,0.0
LD10551,CN1053,Mumbai,DSA,Personal Loan,2026-01-06,False,False,,0.0
LD10552,CN1002,Bangalore,DSA,Personal Loan,2026-02-12,False,False,,0.0
LD10553,CN1028,Mumbai,Aggregator,Home Loan,2026-05-13,True,True,19.0,1095000.0
LD10554,CN1026,Pune,Aggregator,Business Loan,2026-03-01,False,False,,0.0
LD10555,CN1053,Mumbai,DSA,Home Loan,2026-02-17,True,True,2.0,1857000.0
LD10556,CN1008,Bangalore,Digital Partner,Home Loan,2026-04-26,True,True,24.0,576000.0
LD10557,CN1053,Mumbai,DSA,LAP,2026-01-17,True,True,19.0,508000.0
LD10558,CN1024,Hyderabad,Aggregator,LAP,2026-02-20,True,True,17.0,1343000.0
LD10559,CN1005,Delhi NCR,Direct Sales,LAP,2026-04-10,True,True,13.0,912000.0
LD10560,CN1035,Hyderabad,Digital Partner,Business Loan,2026-02-14,False,False,,0.0
LD10561,CN1057,Pune,DSA,LAP,2026-01-22,False,False,,0.0
LD10562,CN1022,Pune,Aggregator,LAP,2026-01-31,True,True,13.0,1749000.0
LD10563,CN1014,Delhi NCR,Aggregator,Business Loan,2026-04-18,False,False,,0.0
LD10564,CN1033,Pune,Aggregator,Business Loan,2026-04-19,True,True,24.0,2302000.0
LD10565,CN1051,Delhi NCR,DSA,Home Loan,2026-05-23,True,True,7.0,821000.0
LD10566,CN1001,Chennai,Digital Partner,Business Loan,2026-01-14,False,False,,0.0
LD10567,CN1019,Pune,DSA,Personal Loan,2026-05-05,True,True,19.0,1288000.0
LD10568,CN1054,Delhi NCR,Direct Sales,Business Loan,2026-04-15,False,False,,0.0
LD10569,CN1045,Mumbai,Digital Partner,Business Loan,2026-04-24,True,True,2.0,2000000.0
LD10570,CN1016,Hyderabad,Aggregator,Home Loan,2026-03-16,True,True,11.0,462000.0
LD10571,CN1038,Pune,Digital Partner,Business Loan,2026-05-25,False,False,,0.0
LD10572,CN1029,Bangalore,Direct Sales,Business Loan,2026-05-21,True,True,10.0,1949000.0
LD10573,CN1041,Bangalore,DSA,LAP,2026-05-19,False,False,,0.0
LD10574,CN1009,Chennai,Aggregator,Personal Loan,2026-04-23,False,False,,0.0
LD10575,CN1009,Chennai,Aggregator,Business Loan,2026-01-27,False,False,,0.0
LD10576,CN1028,Mumbai,Aggregator,Home Loan,2026-03-18,False,False,,0.0
LD10577,CN1019,Pune,DSA,Personal Loan,2026-04-26,True,False,4.0,0.0
LD10578,CN1008,Bangalore,Digital Partner,Business Loan,2026-01-31,False,False,,0.0
LD10579,CN1015,Pune,Aggregator,Home Loan,2026-02-23,False,False,,0.0
LD10580,CN1045,Mumbai,Digital Partner,LAP,2026-04-20,True,True,8.0,2043000.0
LD10581,CN1031,Delhi NCR,Direct Sales,Personal Loan,2026-05-26,True,True,19.0,463000.0
LD10582,CN1016,Hyderabad,Aggregator,LAP,2026-03-16,False,False,,0.0
LD10583,CN1023,Delhi NCR,Digital Partner,Personal Loan,2026-02-04,False,False,,0.0
LD10584,CN1009,Chennai,Aggregator,Business Loan,2026-01-16,False,False,,0.0
LD10585,CN1010,Pune,Digital Partner,Home Loan,2026-02-03,True,True,9.0,1916000.0
LD10586,CN1043,Bangalore,Direct Sales,Business Loan,2026-05-06,True,True,22.0,1065000.0
LD10587,CN1008,Bangalore,Digital Partner,Business Loan,2026-01-20,True,False,4.0,0.0
LD10588,CN1055,Chennai,DSA,Business Loan,2026-05-12,False,False,,0.0
